KH, KW, SH, SW, PH, PW, SH, SW, H, W (Ci=8/Co=256), W (Ci=16/Co=256), W (Ci=32/Co=256), W (Ci=64/Co=256), W (Ci=128/Co=256), W (Ci=256/Co=256), W (Ci=384/Co=256)
3, 5, 2, 4, 3, 3, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 3, 128, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 3, 256, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 2, 3, 384, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 3, 128, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 3, 256, 240, 240, 240, 240,,,
3, 5, 2, 4, 3, 3, 3, 3, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 3, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 3, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 1, 3, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 3, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 3, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 2, 3, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 1, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 1, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 1, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 2, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 2, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 2, 384, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 3, 128, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 3, 256, 240, 240, 240, 240,,,
3, 5, 2, 5, 3, 3, 3, 3, 384, 240, 240, 240, 240,,,
3, 5, 3, 1, 1, 1, 1, 1, 128, 132, 132, 132, 89,,,
3, 5, 3, 1, 1, 1, 1, 1, 256, 132, 132, 132, 89,,,
3, 5, 3, 1, 1, 1, 1, 1, 384, 132, 132, 132, 89,,,
3, 5, 3, 1, 2, 2, 1, 1, 128, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 1, 1, 256, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 1, 1, 384, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 1, 2, 128, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 1, 2, 256, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 1, 2, 384, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 2, 1, 128, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 2, 1, 256, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 2, 1, 384, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 2, 2, 128, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 2, 2, 256, 132, 132, 115, 80,,,
3, 5, 3, 1, 2, 2, 2, 2, 384, 132, 132, 115, 80,,,
3, 5, 3, 1, 3, 3, 1, 1, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 1, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 1, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 2, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 2, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 2, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 3, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 3, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 1, 3, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 1, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 1, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 1, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 2, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 2, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 2, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 3, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 3, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 2, 3, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 1, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 1, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 1, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 2, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 2, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 2, 384, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 3, 128, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 3, 256, 132, 124, 108, 76,,,
3, 5, 3, 1, 3, 3, 3, 3, 384, 132, 124, 108, 76,,,
3, 5, 3, 2, 1, 1, 1, 1, 128, 240, 240, 240, 174,,,
3, 5, 3, 2, 1, 1, 1, 1, 256, 240, 240, 240, 174,,,
3, 5, 3, 2, 1, 1, 1, 1, 384, 240, 240, 240, 174,,,
3, 5, 3, 2, 2, 2, 1, 1, 128, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 1, 1, 256, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 1, 1, 384, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 1, 2, 128, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 1, 2, 256, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 1, 2, 384, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 2, 1, 128, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 2, 1, 256, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 2, 1, 384, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 2, 2, 128, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 2, 2, 256, 240, 240, 226, 156,,,
3, 5, 3, 2, 2, 2, 2, 2, 384, 240, 240, 226, 156,,,
3, 5, 3, 2, 3, 3, 1, 1, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 1, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 1, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 2, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 2, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 2, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 3, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 3, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 1, 3, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 1, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 1, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 1, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 2, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 2, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 2, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 3, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 3, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 2, 3, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 1, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 1, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 1, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 2, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 2, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 2, 384, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 3, 128, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 3, 256, 240, 240, 212, 148,,,
3, 5, 3, 2, 3, 3, 3, 3, 384, 240, 240, 212, 148,,,
3, 5, 3, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 3, 2, 2, 1, 1, 128, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 1, 1, 256, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 1, 1, 384, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 1, 2, 128, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 1, 2, 256, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 1, 2, 384, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 2, 1, 128, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 2, 1, 256, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 2, 1, 384, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 2, 2, 128, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 2, 2, 256, 240, 240, 240, 232,,,
3, 5, 3, 3, 2, 2, 2, 2, 384, 240, 240, 240, 232,,,
3, 5, 3, 3, 3, 3, 1, 1, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 1, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 1, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 2, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 2, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 2, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 3, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 3, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 1, 3, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 1, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 1, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 1, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 2, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 2, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 2, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 3, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 3, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 2, 3, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 1, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 1, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 1, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 2, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 2, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 2, 384, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 3, 128, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 3, 256, 240, 240, 240, 220,,,
3, 5, 3, 3, 3, 3, 3, 3, 384, 240, 240, 240, 220,,,
3, 5, 3, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 3, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 3, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 1, 3, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 3, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 3, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 2, 3, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 3, 128, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 3, 256, 240, 240, 240, 240,,,
3, 5, 3, 4, 3, 3, 3, 3, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 3, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 3, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 1, 3, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 3, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 3, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 2, 3, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 1, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 1, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 1, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 2, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 2, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 2, 384, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 3, 128, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 3, 256, 240, 240, 240, 240,,,
3, 5, 3, 5, 3, 3, 3, 3, 384, 240, 240, 240, 240,,,
3, 6, 1, 1, 1, 1, 1, 1, 128, 133, 133, 90,,,,
3, 6, 1, 1, 1, 1, 1, 1, 256, 133, 133, 90,,,,
3, 6, 1, 1, 1, 1, 1, 1, 384, 133, 133, 90,,,,
3, 6, 1, 1, 2, 2, 1, 1, 128, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 1, 1, 256, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 1, 1, 384, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 1, 2, 128, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 1, 2, 256, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 1, 2, 384, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 2, 1, 128, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 2, 1, 256, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 2, 1, 384, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 2, 2, 128, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 2, 2, 256, 133, 129, 90,,,,
3, 6, 1, 1, 2, 2, 2, 2, 384, 133, 129, 90,,,,
3, 6, 1, 1, 3, 3, 1, 1, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 1, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 1, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 2, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 2, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 2, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 3, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 3, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 1, 3, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 1, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 1, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 1, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 2, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 2, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 2, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 3, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 3, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 2, 3, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 1, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 1, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 1, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 2, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 2, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 2, 384, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 3, 128, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 3, 256, 131, 121, 90,,,,
3, 6, 1, 1, 3, 3, 3, 3, 384, 131, 121, 90,,,,
3, 6, 1, 2, 1, 1, 1, 1, 128, 240, 240, 175,,,,
3, 6, 1, 2, 1, 1, 1, 1, 256, 240, 240, 175,,,,
3, 6, 1, 2, 1, 1, 1, 1, 384, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 1, 1, 128, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 1, 1, 256, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 1, 1, 384, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 1, 2, 128, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 1, 2, 256, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 1, 2, 384, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 2, 1, 128, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 2, 1, 256, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 2, 1, 384, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 2, 2, 128, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 2, 2, 256, 240, 240, 175,,,,
3, 6, 1, 2, 2, 2, 2, 2, 384, 240, 240, 175,,,,
3, 6, 1, 2, 3, 3, 1, 1, 128, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 1, 256, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 1, 384, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 2, 128, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 2, 256, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 2, 384, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 3, 128, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 3, 256, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 1, 3, 384, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 2, 1, 128, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 2, 1, 256, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 2, 1, 384, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 2, 2, 128, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 2, 2, 256, 240, 237, 175,,,,
3, 6, 1, 2, 3, 3, 2, 2, 384, 240, 237, 175,,,,
